region_type,starts,ends
subregion,1800000,5400000
makeup,15903260,17976420
subregion,20700000,24300000
skip,20700910,22347890
skip,23813810,24300000
silence,23971490,24300000
subregion,35100000,38700000
subregion,39300000,42900000
