region_type,starts,ends
makeup,1201700,2835400
subregion,6300000,9900000
skip,9391340,9856460
silence,9856460,9900000
subregion,13500000,17100000
skip,13500230,14624250
subregion,23400000,27000000
silence,26971680,27000000
subregion,34500000,38100000
