region_type,starts,ends
subregion,900000,4500000
subregion,13500000,17100000
subregion,19200000,22800000
silence,19200000,19258880
makeup,25206300,26186280
subregion,28800000,32400000
skip,31416920,32400000
silence,32385630,32400000
