region_type,starts,ends
subregion,1000,2324450
skip,2324450,3601050
extra,5139500,5400560
subregion,5400000,9000000
skip,6532820,8945720
extra,9001690,9300520
makeup,9300520,12901030
extra,12901830,13504840
extra,13675690,14217610
extra,26687210,27300940
subregion,27300000,28670860
skip,28670860,30900750
