region_type,starts,ends
subregion,300000,3900000
silence,3707000,3900000
subregion,11100000,14700000
subregion,14700000,18300000
makeup,26027130,26168590
extra,33831860,34929710
subregion,35400000,39000000
silence,38072870,38295350
