region_type,starts,ends
subregion,1200000,4800000
skip,1291390,2555020
extra,5004640,7150520
makeup,13801270,16768810
skip,15160980,15803960
subregion,21000000,24600000
skip,23726490,24334580
silence,24334580,24600000
subregion,26400000,30000000
skip,26401340,28989910
subregion,31500000,35100000
skip,31558860,32733780
extra,35108360,36261580
