region_type,starts,ends
subregion,10,3600000
subregion,3600000,7200000
silence,4687190,7200000
subregion,23700000,27300000
silence,24077020,24505780
extra,27300830,27600000
subregion,27600000,31200000
subregion,32700000,36300000
silence,33739500,34664460
extra,36309250,36478290
