region_type,starts,ends
subregion,1000,3600000
subregion,5100000,8700000
skip,7038530,7581140
subregion,22200000,25800000
skip,22373810,22584940
skip,22642370,22876030
skip,25049820,25800000
subregion,36600000,40200000
makeup,41400480,42692980
