region_type,starts,ends
subregion,9300000,12900000
subregion,12900000,16500000
makeup,25251870,25613800
makeup,28243780,28499940
extra,28502840,28582660
subregion,39000000,42600000
subregion,43200000,46800000
skip,45585680,46213990
