region_type,starts,ends
subregion,1000,3600000
extra,3600000,4033260
subregion,6300000,9900000
subregion,17700000,20734300
skip,20734300,21300000
subregion,22500000,26004590
skip,23519040,23819880
skip,24147010,24226010
skip,24228630,24276840
skip,24587760,25064630
skip,25083990,25216410
skip,25218060,25473210
skip,25476110,25518890
skip,25703370,25974880
skip,26004590,26100000
makeup,27743030,29700000
