region_type,starts,ends
subregion,2700000,6300000
silence,3395070,3599060
skip,4053170,4373490
extra,20402730,21114180
subregion,21600000,25200000
skip,24073610,24275900
subregion,32700000,36300000
subregion,42900000,46500000
