region_type,starts,ends
subregion,900000,4500000
skip,1140850,3298320
extra,4500390,5700420
subregion,6600000,10200000
silence,6625610,7155960
skip,9380520,10033550
subregion,30600000,34200000
skip,33213150,33699310
skip,33976660,34175150
subregion,35700000,39300000
makeup,39902080,43503610
skip,41812230,42577710
