region_type,starts,ends
subregion,3900000,7500000
subregion,7500000,11100000
silence,10997340,11100000
makeup,18090240,19449200
subregion,22500000,26100000
skip,24859070,25288200
subregion,46200000,49800000
skip,48717280,49656260
