region_type,starts,ends
subregion,7500000,11100000
skip,8706200,9463530
subregion,12600000,16200000
makeup,21106410,21894650
subregion,21900000,25500000
subregion,26700000,30300000
skip,26703330,27563430
silence,30167140,30300000
