region_type,starts,ends
silence,1600510,15129510
skip,16267190,16897770
skip,18511270,18770600
skip,20361120,21428470
skip,22768130,22965740
skip,23032140,23532810
silence,25191630,27912020
skip,29573750,29935110
silence,35061050,36625600
silence,47475670,57599990
