region_type,starts,ends
subregion,0,3600000
skip,144230,755090
subregion,12300000,15900000
silence,12300000,12477200
subregion,32700000,36300000
silence,32700000,32779600
subregion,36600000,40200000
makeup,41400540,42002950
surplus,42255140,43244840
