region_type,starts,ends
makeup,900630,1799760
subregion,8700000,12300000
skip,8702200,9599020
subregion,20700000,24300000
silence,24123780,24300000
skip,24123780,24290330
subregion,32400000,36000000
subregion,38400000,42000000
