region_type,starts,ends
silence,4534460,11298100
silence,21778790,24051770
skip,29935710,30091920
silence,30358480,34702260
skip,35311630,35635870
skip,35794350,35856920
skip,35898620,36060090
skip,36661830,36785110
skip,36798800,37158860
