region_type,starts,ends
subregion,3600000,7200000
makeup,21920480,23148340
subregion,29100000,32700000
silence,32689010,32700000
subregion,37200000,40800000
skip,39174080,39239980
skip,39260820,39462390
skip,40227770,40517740
subregion,41400000,45000000
skip,42764110,43007820
skip,44447520,44739030
