region_type,starts,ends
subregion,8400000,12000000
skip,8435480,8903650
skip,11149950,11545790
subregion,20700000,24300000
silence,20700000,20763520
skip,36000000,37061620
subregion,37061620,39600000
skip,37362880,38067270
skip,38080710,38387670
makeup,39900000,43500000
subregion,46500000,49648660
skip,49648660,50100000
