region_type,starts,ends
makeup,10200000,10886720
subregion,14700000,18300000
silence,18081250,18300000
subregion,24300000,27900000
silence,24300000,24314830
silence,27243930,27401460
subregion,32400000,36000000
skip,34962510,35650720
subregion,37500000,41100000
