region_type,starts,ends
subregion,2100000,5700000
subregion,7800000,11400000
silence,9328720,9562490
silence,11195470,11400000
makeup,17700490,18867130
subregion,23100000,26700000
subregion,40800000,44400000
silence,44041100,44400000
