region_type,starts,ends
silence,318710,487250
skip,1116970,2049280
silence,2049280,2920870
skip,2920870,5279370
silence,5970790,9075470
silence,9416630,11080830
silence,11106970,13287270
skip,21419020,21960840
silence,28989330,28990430
skip,30232320,30497290
silence,31824130,32707530
silence,32913060,33130750
skip,33130750,33628040
silence,35124680,35585160
skip,35586530,36403430
silence,45673310,46967180
silence,52094490,53036140
