region_type,starts,ends
makeup,15192660,17000810
subregion,18300000,21900000
skip,19874170,20242760
skip,20247260,20573370
subregion,28800000,32400000
skip,28800510,29128940
skip,30103820,31132140
subregion,39600000,43200000
subregion,44700000,48300000
