region_type,starts,ends
extra,3130,1200000
subregion,1200000,4800000
surplus,4803270,6315900
subregion,11100000,14700000
silence,11100000,11710880
skip,11859060,12453480
extra,14780470,17183570
subregion,19200000,22800000
silence,21371760,22800000
subregion,32100000,35700000
silence,32100000,32549800
