region_type,starts,ends
subregion,2100000,5700000
subregion,14700000,18300000
silence,14700000,14748050
subregion,24900000,28500000
skip,26272630,26665390
silence,26665390,28500000
makeup,34200000,36034530
subregion,40200000,43800000
