region_type,starts,ends
skip,9724270,11410630
silence,10132230,11410630
skip,19281080,27915580
silence,19367540,27915580
skip,35569260,36760760
silence,35897300,36760760
skip,41414630,57599990
silence,41414630,52753170
silence,53190390,53668850
silence,54311250,55630680
silence,55908180,57599990
