region_type,starts,ends
skip,1057500,1732980
skip,2029930,2497770
skip,2642590,2769650
skip,4609930,4907600
skip,5025300,5419940
silence,10732210,10948080
skip,15296070,15814140
silence,19778560,22060310
silence,32787870,37745370
skip,49992390,57599990
