region_type,starts,ends
subregion,3000000,6600000
surplus,8854700,8998260
subregion,9000000,12600000
subregion,21600000,25200000
skip,24456550,24873370
silence,24874180,25200000
subregion,31800000,35400000
makeup,36900320,38056340
