region_type,starts,ends
makeup,600000,1392630
subregion,4200000,7800000
silence,5949720,6727650
silence,7229980,7800000
subregion,15900000,19500000
subregion,35100000,38700000
subregion,38700000,42300000
silence,42252420,42300000
