region_type,starts,ends
skip,0,293310
skip,5774050,6539930
silence,6735180,10212950
skip,11543020,12434940
skip,12784660,13220790
skip,15277340,15656490
skip,17161990,17520910
skip,18065560,18639330
silence,18785130,20495590
skip,25731220,25864170
skip,28772770,30933510
silence,33592320,36711630
skip,40153820,40654710
