region_type,starts,ends
subregion,3300000,6900000
makeup,17093060,17464850
subregion,19800000,23400000
subregion,24300000,27900000
skip,27248220,27761930
silence,27761930,27900000
subregion,30300000,33900000
skip,30831910,30888080
skip,31522080,31649930
skip,32205760,32559530
skip,32573870,32718980
