region_type,starts,ends
skip,353160,984590
skip,1225280,1373250
skip,3444710,3684180
skip,7090500,9546800
skip,19381620,19854960
silence,20206130,20786170
skip,25680990,26419180
skip,26450010,27434000
silence,27434000,31463690
skip,34569990,34914460
