region_type,starts,ends
subregion,1000,3600000
skip,1101610,1699830
silence,1813300,3600000
subregion,11700000,15300000
subregion,26100000,29700000
makeup,29702190,30414810
makeup,31813160,33319070
subregion,44100000,47700000
