region_type,starts,ends
skip,3089870,3239910
skip,3494940,3812810
silence,3812810,5790300
skip,8098120,8274640
skip,15422500,15492740
skip,15509570,15568700
skip,16351520,16662740
silence,16664140,18377710
skip,27318100,27635810
silence,27635810,29174310
silence,38701610,40053420
