region_type,starts,ends
subregion,300000,3900000
subregion,5400000,9000000
silence,8900240,9000000
subregion,15900000,19500000
subregion,22800000,26400000
skip,23382100,24927420
silence,26034160,26400000
makeup,32100280,33647010
