region_type,starts,ends
subregion,600000,4200000
skip,2609030,4200000
subregion,6600000,10200000
subregion,13500000,17100000
silence,13500000,13584250
subregion,23400000,27000000
silence,26631300,27000000
makeup,40200000,41820080
