region_type,starts,ends
extra,122610,298430
subregion,300000,3900000
extra,16352480,16498550
subregion,16500000,20100000
extra,28086250,28196470
subregion,28200000,31800000
skip,29566710,31103520
extra,40945920,41094310
subregion,41100000,44700000
makeup,44701300,46262620
surplus,46412540,47486270
