region_type,starts,ends
subregion,8400000,12000000
silence,11938820,12000000
subregion,13500000,17100000
silence,13500000,14355400
subregion,21600000,25200000
skip,22591010,23474230
subregion,28800000,32400000
makeup,35703910,36603770
