region_type,starts,ends
silence,2247160,4521010
skip,4553890,5827140
skip,9831250,15841110
silence,13605700,15059960
skip,27962250,28356190
silence,28356190,30865530
skip,37641510,38324890
skip,38355780,38696170
skip,39167710,39258740
skip,39456650,39615890
skip,43949680,44253700
silence,48038770,57599990
