region_type,starts,ends
subregion,1000,3600000
skip,1345150,2627370
subregion,5700000,9300000
subregion,15600000,19200000
skip,18013020,19200000
makeup,29468330,30092340
makeup,31059250,32107250
subregion,36600000,40200000
