region_type,starts,ends
silence,16326890,17100650
silence,17135920,20650550
skip,24786280,25025850
skip,29604890,29652870
skip,29682970,29905510
skip,29933520,30005750
skip,39146190,39300930
silence,39300930,41151880
silence,41464970,57599990
