region_type,starts,ends
skip,12814100,13386590
skip,13441580,13584960
silence,13734250,17668110
skip,13747390,17765400
silence,18826140,20508090
silence,21741780,21807740
skip,22343350,22677410
skip,31390380,31699240
skip,33445020,34698480
silence,37261470,57599990
skip,37380200,57599990
