region_type,starts,ends
skip,2440320,2690710
silence,6081210,10566060
silence,11316100,11543610
skip,12672630,13245810
skip,23120280,24107430
skip,25987000,26426410
skip,31721000,31980090
skip,37165160,38938090
silence,43996480,44146670
skip,44354950,44977790
silence,44986520,57599990
